"scientificName" "plot_id" "year" "occurrenceStatus" "decimalLatitude" "decimalLongitude"
"Sphagnum capillifolium" 104 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 104 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 104 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 104 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 105 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 105 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 105 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 105 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 105 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 105 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 105 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 105 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 105 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 105 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 106 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 106 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 106 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 106 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 106 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 106 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 106 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 107 1998 "PRESENT" 57.116344 -3.829717
"Carex panicea" 107 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 107 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 107 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 107 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 107 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 107 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 107 1998 "PRESENT" 57.116344 -3.829717
"Diplophyllum albicans" 107 1998 "PRESENT" 57.116344 -3.829717
"Leptoscyphus cuneifolius" 107 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 107 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 107 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 107 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 107 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 107 1998 "PRESENT" 57.116344 -3.829717
"Cladonia cervicornis" 107 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 107 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 107 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 108 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 108 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 108 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 108 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 108 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 108 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 108 1998 "PRESENT" 57.116344 -3.829717
"Cladonia bellidiflora" 108 1998 "PRESENT" 57.116344 -3.829717
"Cladonia coccifera" 108 1998 "PRESENT" 57.116344 -3.829717
"Cladonia coniocraea" 108 1998 "PRESENT" 57.116344 -3.829717
"Cladonia floerkeana" 108 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 108 1998 "PRESENT" 57.116344 -3.829717
"Cladonia ochrochlora" 108 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 108 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 108 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 108 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 108 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 108 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 109 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 109 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 109 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 109 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 109 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 109 1998 "PRESENT" 57.116344 -3.829717
"Cladonia coniocraea" 109 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 109 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 109 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 109 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 110 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 110 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 110 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 110 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 110 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 110 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 110 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 110 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 110 1998 "PRESENT" 57.116344 -3.829717
"Cladonia crispata" 110 1998 "PRESENT" 57.116344 -3.829717
"Cladonia fimbriata" 110 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 110 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 110 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 110 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 110 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum denticulatum" 110 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 111 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 111 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 111 1998 "PRESENT" 57.116344 -3.829717
"Rubus chamaemorus" 111 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 111 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 111 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 111 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 111 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 111 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 111 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 112 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 112 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 112 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 112 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 112 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 112 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 112 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 112 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum fimbriatum" 112 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 112 1998 "PRESENT" 57.116344 -3.829717
"Polytrichum" 112 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 113 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 113 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 113 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 113 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 113 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 113 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 113 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 113 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 113 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 113 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 114 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 114 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 114 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 114 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum compactum" 114 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 114 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 114 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 114 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 114 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 115 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 115 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 115 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 115 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 115 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 115 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 115 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 115 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 115 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 115 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 115 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 115 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 115 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 116 1998 "PRESENT" 57.116344 -3.829717
"Dactylorhiza maculata subsp. ericetorum" 116 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 116 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 116 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 116 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 116 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 116 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 116 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 116 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 116 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 116 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum" 116 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 117 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 117 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 117 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 117 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 117 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 117 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 117 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 117 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 117 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum compactum" 117 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 117 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 117 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 117 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 117 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 117 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 118 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 118 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 118 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 118 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 118 1998 "PRESENT" 57.116344 -3.829717
"Cetraria nivalis" 118 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 118 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 118 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 118 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 118 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 118 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 119 1998 "PRESENT" 57.116344 -3.829717
"Carex panicea" 119 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 119 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 119 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 119 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 119 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 119 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 119 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 119 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 119 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 119 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 119 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 119 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 119 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 119 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 120 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 120 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 120 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 120 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 120 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 120 1998 "PRESENT" 57.116344 -3.829717
"Cladonia gracilis" 120 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 120 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 120 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 120 1998 "PRESENT" 57.116344 -3.829717
"Agrostis canina" 121 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 121 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 121 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 121 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 121 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 121 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 121 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 121 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 121 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 121 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 122 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 122 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 122 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 122 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 122 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 122 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 122 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 122 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 122 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 124 1998 "PRESENT" 57.116344 -3.829717
"Carex panicea" 124 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 124 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 124 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 124 1998 "PRESENT" 57.116344 -3.829717
"Diplophyllum albicans" 124 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 124 1998 "PRESENT" 57.116344 -3.829717
"Cetraria nivalis" 124 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 124 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 124 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 125 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 125 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 125 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 125 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 125 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 125 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 125 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 125 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 125 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 125 1998 "PRESENT" 57.116344 -3.829717
"Cornicularia" 125 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 125 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 126 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 126 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 126 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 126 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 126 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 126 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 126 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 126 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 126 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 126 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 127 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 127 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 127 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 127 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 127 1998 "PRESENT" 57.116344 -3.829717
"Pinguicula vulgaris" 127 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 127 1998 "PRESENT" 57.116344 -3.829717
"Breutelia chrysocoma" 127 1998 "PRESENT" 57.116344 -3.829717
"Ptilium crista-castrensis" 127 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 127 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 127 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 127 1998 "PRESENT" 57.116344 -3.829717
"Ptilidium ciliare" 127 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 127 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 127 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 129 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 129 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 129 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 129 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 129 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 129 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 129 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 129 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 129 1998 "PRESENT" 57.116344 -3.829717
"Cladonia fragilissima" 129 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 129 1998 "PRESENT" 57.116344 -3.829717
"Cladonia cervicornis" 129 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 129 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 130 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 130 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 130 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 130 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 130 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 130 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 130 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 130 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum" 130 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 130 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 131 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 131 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 131 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 131 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 131 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 131 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 131 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 131 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 131 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 131 1998 "PRESENT" 57.116344 -3.829717
"Leptoscyphus cuneifolius" 131 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 131 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 131 1998 "PRESENT" 57.116344 -3.829717
"Cladonia macilenta" 131 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 131 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 131 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 131 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 132 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 132 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 132 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 132 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 132 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 132 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 132 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 132 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum compactum" 132 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum papillosum" 132 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 132 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 132 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 132 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 132 1998 "PRESENT" 57.116344 -3.829717
"Hypogymnia physodes" 132 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 132 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 132 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 133 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 133 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 133 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 133 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 133 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 133 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 133 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum compactum" 133 1998 "PRESENT" 57.116344 -3.829717
"Cladonia metacorallifera" 133 1998 "PRESENT" 57.116344 -3.829717
"Cladonia floerkeana" 133 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 133 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 133 1998 "PRESENT" 57.116344 -3.829717
"Cladonia polydactyla" 133 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 133 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 133 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 133 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 133 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 134 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 134 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 134 1998 "PRESENT" 57.116344 -3.829717
"Genista anglica" 134 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 134 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 134 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 134 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 134 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 134 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 134 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 134 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 134 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 134 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 134 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 134 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 135 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 135 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 135 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 135 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 135 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 135 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 135 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 135 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 135 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 135 1998 "PRESENT" 57.116344 -3.829717
"Cladonia squamosa" 135 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 135 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 135 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 136 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 136 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 136 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 136 1998 "PRESENT" 57.116344 -3.829717
