"scientificName" "plot_id" "year" "occurrenceStatus" "decimalLatitude" "decimalLongitude"
"Cladonia portentosa" 141 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 141 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 141 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 141 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 142 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 142 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 142 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 142 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 142 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 142 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 142 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 142 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 142 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 142 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 142 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 143 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 143 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 143 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 143 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 143 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 143 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 143 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 143 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 143 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 143 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 143 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 143 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 144 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 144 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 144 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 144 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 144 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 144 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 144 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 144 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 144 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 144 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 145 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 145 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 145 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 145 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 145 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 145 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 145 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 145 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 145 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 145 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 146 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 146 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 146 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 146 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 146 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 146 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 146 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum cuspidatum" 146 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 146 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 146 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 146 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 147 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 147 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 147 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 147 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 147 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 147 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 147 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 147 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum" 147 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 147 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 148 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 148 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 148 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 148 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 148 1998 "PRESENT" 57.116344 -3.829717
"Cladonia bellidiflora" 148 1998 "PRESENT" 57.116344 -3.829717
"Cladonia floerkeana" 148 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 148 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 148 1998 "PRESENT" 57.116344 -3.829717
"Cladonia macilenta" 148 1998 "PRESENT" 57.116344 -3.829717
"Cladonia polydactyla" 148 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 148 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 148 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 148 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 149 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 149 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 149 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 149 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 149 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 149 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum papillosum" 149 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 149 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 149 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 149 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 149 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 149 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 150 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 150 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 150 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 150 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 150 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 150 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 150 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 150 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 150 1998 "PRESENT" 57.116344 -3.829717
"Cladonia coccifera" 150 1998 "PRESENT" 57.116344 -3.829717
"Cladonia digitata" 150 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 150 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 150 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 150 1998 "PRESENT" 57.116344 -3.829717
"Cladonia carneola" 150 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 151 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 151 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 151 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 151 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 151 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 151 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 151 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 151 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 151 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 152 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 152 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 152 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 152 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 152 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 152 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 152 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 152 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 152 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 152 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 152 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 152 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 152 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 153 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 153 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 153 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 153 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 153 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 153 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 153 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 153 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 153 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 153 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 153 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 153 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 153 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 154 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 154 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 154 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 154 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 154 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 154 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 154 1998 "PRESENT" 57.116344 -3.829717
"Cladonia polydactyla" 154 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 154 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 154 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 154 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 155 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 155 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 155 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 155 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 155 1998 "PRESENT" 57.116344 -3.829717
"Cetraria nivalis" 155 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 155 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 155 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 155 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 155 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 155 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 156 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 156 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 156 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 156 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 156 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 156 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 156 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 156 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 156 1998 "PRESENT" 57.116344 -3.829717
"Hypogymnia physodes" 156 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 156 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 156 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 156 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 157 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 157 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 157 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 157 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 157 1998 "PRESENT" 57.116344 -3.829717
"Diplophyllum albicans" 157 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 157 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 157 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 157 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 157 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 158 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 158 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 158 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 158 1998 "PRESENT" 57.116344 -3.829717
"Rubus chamaemorus" 158 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 158 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 158 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 158 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 158 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 158 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 158 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 158 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 159 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 159 1998 "PRESENT" 57.116344 -3.829717
"Rubus chamaemorus" 159 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 159 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 159 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 159 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 159 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 159 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 159 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 159 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 160 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 160 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 160 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 160 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 160 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 160 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 160 1998 "PRESENT" 57.116344 -3.829717
"Diplophyllum albicans" 160 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 160 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 160 1998 "PRESENT" 57.116344 -3.829717
"Cladonia crispata" 160 1998 "PRESENT" 57.116344 -3.829717
"Cladonia fimbriata" 160 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 160 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 160 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 160 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 160 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 161 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 161 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 161 1998 "PRESENT" 57.116344 -3.829717
"Loiseleuria procumbens" 161 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 161 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 161 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 161 1998 "PRESENT" 57.116344 -3.829717
"Diplophyllum albicans" 161 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 161 1998 "PRESENT" 57.116344 -3.829717
"Cetraria nivalis" 161 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 161 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 161 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 161 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 161 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 161 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 162 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 162 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 162 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 162 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 162 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 162 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 162 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 162 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 162 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 162 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 162 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 162 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 163 1998 "PRESENT" 57.116344 -3.829717
"Rubus chamaemorus" 163 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 163 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 163 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 163 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 163 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 163 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 163 1998 "PRESENT" 57.116344 -3.829717
"Cladonia coccifera" 163 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 163 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 163 1998 "PRESENT" 57.116344 -3.829717
"Cladonia polydactyla" 163 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 163 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 163 1998 "PRESENT" 57.116344 -3.829717
"Blechnum spicant" 164 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 164 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 164 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 164 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 164 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 164 1998 "PRESENT" 57.116344 -3.829717
"Rubus chamaemorus" 164 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 164 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 164 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 164 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 164 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 164 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum fimbriatum" 164 1998 "PRESENT" 57.116344 -3.829717
"Ptilidium ciliare" 164 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 164 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 164 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 164 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 164 1998 "PRESENT" 57.116344 -3.829717
"Lophozia" 164 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 164 1998 "PRESENT" 57.116344 -3.829717
"Polytrichum" 164 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 165 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 165 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 165 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 165 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 165 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 165 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum compactum" 165 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 165 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 165 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 165 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 165 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 166 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 166 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 166 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 166 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 166 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 166 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 166 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 166 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 166 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 166 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 166 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 166 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 167 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 167 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 167 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 167 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 167 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 167 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 167 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 167 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 167 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 167 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 167 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 167 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum papillosum" 167 1998 "PRESENT" 57.116344 -3.829717
"Diplophyllum albicans" 167 1998 "PRESENT" 57.116344 -3.829717
"Leptoscyphus cuneifolius" 167 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 167 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 167 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 167 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 168 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 168 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 168 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 168 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 168 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 168 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 168 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 168 1998 "PRESENT" 57.116344 -3.829717
"Cladonia coccifera" 168 1998 "PRESENT" 57.116344 -3.829717
"Cladonia floerkeana" 168 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 168 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 168 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 168 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 168 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum" 168 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 168 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 169 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 169 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 169 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 169 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 169 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 169 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 169 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 169 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 169 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 169 1998 "PRESENT" 57.116344 -3.829717
"Odontoschisma sphagni" 169 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 169 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 169 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum denticulatum" 169 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 169 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 170 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 170 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 170 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 170 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 170 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 170 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 170 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 170 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 170 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 170 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 170 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 170 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 170 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 170 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 170 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 170 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 170 1998 "PRESENT" 57.116344 -3.829717
